category,requirement,source,weight,source_clause_ids,checkable_test,applicability,assessability,citation_confidence,notes,human_review_status,representative_source_clause_ids,candidate_id,duplicate_model_output_count,triage_candidate_id,source_acts,missing_source_clause_ids,source_provenance_status,triage_run_timestamp_utc,review_flags,likely_government_facing,government_facing_reasons,policy_checkability_signal_count,policy_checkability_signal_terms,administrative_signal_terms,recommended_action,resolved_act,requirement_canonical_hash,requirement_exact_duplicate_group,requirement_near_duplicate_similarity,requirement_near_duplicate_group
Cross-Border Transfer,"Central Government may restrict transfer of personal data and traffic data outside India, subject to recommendations of a committee.","DPDP Rules 2025, Rule 11(5)",2,"[""G001111""]",Check if the document specifies restrictions on transferring personal data and traffic data outside India.,Applicable to data processing involving transfer of personal data and traffic data.,High,high,,PENDING,['G001111'],TC-000115,1,TC-000115,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""personal data"", ""transfer""]",[],LEGAL_REVIEW,DPDP_RULES_2025,692436e6f7cb8d1e4542881c8734cf0640ed43495112da32adbc3f736c6e1228,,1.0,
Data Principal Rights,Data Fiduciaries must prominently publish information on their website or app to enable Data Principals to exercise their rights under the Act.,"DPDP Rules 2025, Rule 14(1)",2,"[""G001113""]",Check if the document requires prominent publication of information to enable Data Principals to exercise their rights.,Applicable to all Data Fiduciaries.,High,high,,PENDING,['G001113'],TC-000116,1,TC-000116,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""information"", ""rights""]",[],LEGAL_REVIEW,DPDP_RULES_2025,a536dd143ded71d105ceb89d5c65fbf48e03757c03c880b48462c3ace9d71c33,,1.0,
Data Principal Rights,Data Fiduciaries must provide Data Principals with details of the means to exercise their rights under the Act.,"DPDP Rules 2025, Rule 8(1)",3,"[""G001116""]","Check if the document provides clear, accessible means for Data Principals to exercise their rights.",Applicable to all Data Fiduciaries under the DPDP Rules 2025.,High,high,This requirement is directly tied to the obligation to provide means for exercising rights.,PENDING,['G001116'],TC-000117,1,TC-000117,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""access"", ""data"", ""rights""]",[],LEGAL_REVIEW,DPDP_RULES_2025,d56d852fe5896abb957576f6efd9bc41445486c84b80a98faf14170d3796bf8e,,1.0,
Data Principal Rights,Data Fiduciaries must specify the particulars required to identify Data Principals when exercising their rights.,"DPDP Rules 2025, Rule 8(1)",3,"[""G001117""]",Check if the document specifies the required identification details for Data Principals to exercise their rights.,Applicable to all Data Fiduciaries under the DPDP Rules 2025.,High,high,This requirement is directly tied to the obligation to specify identification details for exercising rights.,PENDING,['G001117'],TC-000118,1,TC-000118,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""rights""]",[],LEGAL_REVIEW,DPDP_RULES_2025,8a6059c25fd62caa7a7538ffb7eb9cf609ed3e0f156e7263a33ddf57bfb58011,,1.0,
Data Principal Rights,"Data Principals may make requests to the Data Fiduciary to whom they have previously given consent for processing of their personal data, using the means and furnishing the particulars required by such Data Fiduciary for the exercise of such rights.","DPDP Rules 2025, Rule 8(1)",3,"[""G001118""]",Check if the document allows Data Principals to make requests to Data Fiduciaries using the required means and identification details.,Applicable to all Data Fiduciaries under the DPDP Rules 2025.,High,high,This requirement is directly tied to the obligation to allow Data Principals to make requests using required means and identification details.,PENDING,['G001118'],TC-000119,1,TC-000119,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""consent"", ""data"", ""personal data"", ""process"", ""rights""]",[],LEGAL_REVIEW,DPDP_RULES_2025,1fce55e33d3e5bab7842023c1bfd92db0567d606d4afc4c00315c25fd138e194,,1.0,
Grievance Redressal,Data Fiduciaries and Consent Managers must prominently publish on their website or app a grievance redressal system for responding to Data Principal grievances within ninety days.,"DPDP Rules 2025, Rule 8(1)",3,"[""G001119""]",Check if the document provides a prominently published grievance redressal system with a ninety-day response period.,Applicable to all Data Fiduciaries and Consent Managers under the DPDP Rules 2025.,High,high,This requirement is directly tied to the obligation to publish a grievance redressal system with a specified response period.,PENDING,['G001119'],TC-000120,1,TC-000120,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""consent"", ""data"", ""grievance""]",[],LEGAL_REVIEW,DPDP_RULES_2025,f3774d7e7ea70c2778918378c175d1aeb29e13ab02683561b1727af68d84137e,,1.0,
Cross-Border Transfer,Data Fiduciaries must meet requirements specified by the Central Government for transferring personal data outside the territory of India.,"DPDP Rules 2025, Rule 8(1)",3,"[""G001124""]",Check if the document specifies that Data Fiduciaries must meet Central Government requirements for cross-border data transfers.,Applicable to all Data Fiduciaries under the DPDP Rules 2025.,High,high,This requirement is directly tied to the obligation to meet Central Government requirements for cross-border data transfers.,PENDING,['G001124'],TC-000121,1,TC-000121,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""personal data"", ""transfer""]",[],LEGAL_REVIEW,DPDP_RULES_2025,8d7ca558449d3ef43a20ecdfae2ffb2b20e9de15300ba3c323129c8e9c95a2cd,,1.0,
Cross-Border Transfer,Data Fiduciaries must ensure that personal data transferred outside the territory of India is subject to the restrictions specified by the Central Government.,"DPDP Rules 2025, Rule 8(1)",3,"[""G001123""]",Check if the document specifies that Data Fiduciaries must ensure compliance with Central Government restrictions on cross-border data transfers.,Applicable to all Data Fiduciaries under the DPDP Rules 2025.,High,high,This requirement is directly tied to the obligation to ensure compliance with Central Government restrictions on cross-border data transfers.,PENDING,['G001123'],TC-000122,1,TC-000122,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""personal data"", ""transfer""]",[],LEGAL_REVIEW,DPDP_RULES_2025,975891a1e284ef3a67d665506bb99c0d205b289f07716d55b4f4ce30c07b0751,,1.0,
Significant Data Fiduciary Obligations,Data fiduciaries must provide information to the Central Government upon request for purposes specified in the Seventh Schedule.,"DPDP Rules 2025, Rule 23(1)",2,"[""G001155""]",Check if the document specifies procedures for providing information to the Central Government upon request.,Applicable to data fiduciaries and intermediaries.,3,high,This obligation applies when the Central Government requests information for specified purposes.,PENDING,['G001155'],TC-000123,1,TC-000123,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""information"", ""purpose""]",[],LEGAL_REVIEW,DPDP_RULES_2025,2cc070754ab82517486078ab457396379223df2c1dd33a2b900f09c5eeb1bdbd,,1.0,
Significant Data Fiduciary Obligations,"Disclosure of information requested by the Central Government may be restricted if it affects India's sovereignty, integrity, or security.","DPDP Rules 2025, Rule 23(2)",2,"[""G001156""]",Check if the document specifies conditions under which information disclosure to the Central Government is restricted.,Applicable to data fiduciaries and intermediaries.,3,high,"This obligation applies when disclosure of information may prejudice India's sovereignty, integrity, or security.",PENDING,['G001156'],TC-000124,1,TC-000124,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""information"", ""security""]",[],LEGAL_REVIEW,DPDP_RULES_2025,b29ac5bce1f1b4568bbcbf0769c2443243618c4ae9d67f55a4fc649d2d9c3cb5,,1.0,
Significant Data Fiduciary Obligations,"The term 'intermediary' is defined in accordance with the Information Technology Act, 2000.","DPDP Rules 2025, Rule 23(3)",2,"[""G001157""]","Check if the document defines 'intermediary' in accordance with the Information Technology Act, 2000.",Applicable to data fiduciaries and intermediaries.,3,high,This defines the term 'intermediary' for the purposes of the DPDP Rules 2025.,PENDING,['G001157'],TC-000125,1,TC-000125,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""information""]",[],LEGAL_REVIEW,DPDP_RULES_2025,3a3dc3a7f9e3750a1f8d2f89a30fd78fb3baac06ed7cb11ce65b7b1d439663b3,,1.0,
Significant Data Fiduciary Obligations,"Consent Managers must ensure that their platform enables Data Principals to give, manage, review, and withdraw consent in accordance with published data protection standards.","DPDP Rules 2025, Rule 9(a)",3,"[""G001167""]","Check if the document specifies that the platform enables Data Principals to give, manage, review, and withdraw consent in accordance with published standards.",Applicable to Consent Managers.,3,high,This obligation ensures that Consent Managers align with published data protection standards.,PENDING,['G001167'],TC-000126,1,TC-000126,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""consent"", ""data"", ""protect""]",[],LEGAL_REVIEW,DPDP_RULES_2025,c2195a765479b3544e13f7f28b327e5d75e5ca90da698edad8dac12e8455727c,,1.0,
Significant Data Fiduciary Obligations,Consent Managers must enable Data Principals to give consent to the processing of their personal data by a Data Fiduciary onboarded onto the platform.,"DPDP Rules 2025, Rule 10",3,"[""G001170""]",Check if the document specifies that the platform enables Data Principals to give consent to the processing of their personal data by a Data Fiduciary.,Applicable to Consent Managers.,3,high,This obligation ensures that Consent Managers facilitate consent for data processing.,PENDING,['G001170'],TC-000127,1,TC-000127,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""consent"", ""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_RULES_2025,2b538707b787dd31894bd00bdf32ba88272c0242ea581b2ecd2c147ffe6f1517,,1.0,REQ-NEAR-00126
Significant Data Fiduciary Obligations,Consent Managers must enable Data Principals to give consent to the processing of their personal data by a Data Fiduciary through another Data Fiduciary onboarded onto the platform.,"DPDP Rules 2025, Rule 11",3,"[""G001171""]",Check if the document specifies that the platform enables Data Principals to give consent through another Data Fiduciary.,Applicable to Consent Managers.,3,high,This obligation ensures that Consent Managers support indirect consent through other Data Fiduciaries.,PENDING,['G001171'],TC-000128,1,TC-000128,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""consent"", ""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_RULES_2025,6a0e00248c57ddaaaa3044217f4ffa23aa46501edc155d7813901650ebcffe83,,0.904762,REQ-NEAR-00126
Consent & Notice,"The Consent Manager must enable individuals to give, manage, review, and withdraw their consent for the processing of their personal data.","DPDP Rules 2025, Rule 8(1)",3,"[""G001174""]","Verify if the platform provides functionality for users to give, manage, review, and withdraw consent.",All users of the platform,High,high,,PENDING,['G001174'],TC-000129,1,TC-000129,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""consent"", ""data"", ""personal data"", ""process"", ""use""]",[],LEGAL_REVIEW,DPDP_RULES_2025,169dfec3ac30fbf674b500144f76fb3d420984f0244f04aed49444fdd311d234,,1.0,
Data Retention & Erasure,"The Consent Manager must maintain a record of consents given, denied, or withdrawn by the Data Principal.","DPDP Rules 2025, Rule 8(1)(a)",3,"[""G001178""]","Verify if the platform maintains a record of consents given, denied, or withdrawn by users.",All users of the platform,High,high,,PENDING,['G001178'],TC-000130,1,TC-000130,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""consent"", ""data"", ""use""]",[],LEGAL_REVIEW,DPDP_RULES_2025,bb0a7cdfeb8237e4236aa9227d308f03c8457a3caa457a5ce6fc301bfd1d3f73,,1.0,
Data Retention & Erasure,The Consent Manager must maintain a record of notices preceding or accompanying requests for consent.,"DPDP Rules 2025, Rule 8(1)(b)",3,"[""G001179""]",Verify if the platform maintains a record of notices related to consent requests.,All users of the platform,High,high,,PENDING,['G001179'],TC-000131,1,TC-000131,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""consent"", ""notice""]",[],LEGAL_REVIEW,DPDP_RULES_2025,124dddb5c20741e4ef76b735939d3893071cbff6d9422c83c7e196da0a93b8a6,,1.0,
Data Retention & Erasure,The Consent Manager must maintain a record of the sharing of personal data with a transferee Data Fiduciary.,"DPDP Rules 2025, Rule 8(1)(c)",3,"[""G001180""]",Verify if the platform maintains a record of data sharing with third-party Data Fiduciaries.,All users of the platform,High,high,,PENDING,['G001180'],TC-000132,1,TC-000132,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""consent"", ""data"", ""personal data"", ""transfer""]",[],LEGAL_REVIEW,DPDP_RULES_2025,ab9dc8b5703200eb0d1206d585bd2cd6b6bbd5d8a001a236b08ce95ad7d3ade9,,1.0,
Consent & Notice,"The Consent Manager must provide the Data Principal with access to the record of consents, notices, and data sharing.","DPDP Rules 2025, Rule 8(1)(a)",3,"[""G001181""]","Verify if the platform provides users with access to the records of consents, notices, and data sharing.",All users of the platform,High,high,,PENDING,['G001181'],TC-000133,1,TC-000133,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""access"", ""consent"", ""data"", ""notice"", ""use""]",[],LEGAL_REVIEW,DPDP_RULES_2025,729f5bb548ca3aa77c227b901cdc7020963b0a2a19f11a275d512d28f7830af7,,1.0,
Data Retention & Erasure,"The Consent Manager must maintain the record of consent for at least seven years, or for a longer period agreed upon with the Data Principal or required by law.","DPDP Rules 2025, Rule 8(3)",2,"[""G001183""]",Check if the document specifies a minimum retention period of seven years or longer as agreed with the Data Principal or required by law.,Applies to all Consent Managers under the DPDP Rules 2025.,High,high,,PENDING,['G001183'],TC-000134,1,TC-000134,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""consent"", ""data"", ""retention""]",[],LEGAL_REVIEW,DPDP_RULES_2025,71a18fc7c4f963afbcbabaff8abae75adcd68cef43d21c991e448eee882a14f0,,1.0,
Security Safeguards,The Consent Manager must take reasonable security safeguards to prevent personal data breaches.,"DPDP Rules 2025, Rule 8(7)",3,"[""G001185""]",Check if the document outlines specific security measures to prevent personal data breaches.,Applies to all Consent Managers under the DPDP Rules 2025.,High,high,,PENDING,['G001185'],TC-000135,1,TC-000135,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""breach"", ""consent"", ""data"", ""personal data"", ""security""]",[],LEGAL_REVIEW,DPDP_RULES_2025,163a4d41687d14fef153af65187ddaf3c77c36e93343bf52914b6623bbf4026d,,1.0,
Consent & Notice,The Consent Manager must provide the Data Principal with access to the information contained in the consent record in machine-readable form upon request.,"DPDP Rules 2025, Rule 8(2)",2,"[""G001182""]",Check if the document allows the Data Principal to access the consent record in machine-readable format upon request.,Applies to all Consent Managers under the DPDP Rules 2025.,High,high,,PENDING,['G001182'],TC-000136,1,TC-000136,"[""DPDP_RULES_2025""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""access"", ""consent"", ""data"", ""information""]",[],LEGAL_REVIEW,DPDP_RULES_2025,4d342f1f005705941f693ff1e5473f0e6a3c2137ddd1923758f4f988bbdea031,,1.0,
