clause_id,app_name,source_document,source_file,page_start,page_end,section_heading,clause_text,relevance_score,relevance_level
S002316,WhatsApp,WhatsappCookies,WhatsappCookies.pdf,2,2,How to control cookies,Certain parts of WhatsApp Products may not work properly if you have disabled browser cookies.  Google Chrome  Internet Explorer  Firefox  Safari  Safari Mobile  Opera,0,low
S002317,WhatsApp,WhatsappCookies,WhatsappCookies.pdf,2,2,How to control cookies,You can make choices about the information used to show you ads in your Ads preferences. The https://www.whatsapp.com website exclusively uses First-Party cookies.,0,low
S002318,WhatsApp,WhatsAppPrivacyPolicy,WhatsAppPrivacyPolicy.pdf,1,1,,"WhatsApp Legal Info Our Privacy Policy (""Privacy Policy"") helps explain our data practices, including the information we process to provide our Services.",0,low
S002319,WhatsApp,WhatsAppPrivacyPolicy,WhatsAppPrivacyPolicy.pdf,1,1,,"For example, our Privacy Policy talks about what information we collect and how this affects you. It also explains the steps we take to protect your privacy, like building our Services so delivered messages aren’t stored by us and giving you control over who you communicate with on our Services. We are one of the Meta Companies. You can learn more further below in this Privacy Policy about the ways in which we share information across this family of companies. This Privacy Policy applies to all of our Services unless specified otherwise. Please also read WhatsApp’s Terms of Service (""Terms""), which describe the terms under which you use and we provide our Services.",0,low
S002320,WhatsApp,WhatsAppPrivacyPolicy,WhatsAppPrivacyPolicy.pdf,1,1,,"Key Updates Respect for your privacy is coded into our DNA. Since we started WhatsApp, we’ve built our services with a set of strong privacy principles in mind. In our updated Terms of Service and Privacy Policy you’ll find:  Additional Information On How We Handle Your Data. Our updated Terms and Privacy Policy provide more information on how we process your data, and our commitment to privacy. For example, we’ve added more information about more recent product features and functionalities, how we process your data for safety, security, and integrity, and added more direct links to user settings, Help Center articles and how you can manage your information.  Better Communication With Businesses. Many businesses rely on WhatsApp to communicate with their customers and clients. We work with businesses that use Meta or third parties to help store and better manage their communications with you on WhatsApp.",0,low
S002321,WhatsApp,WhatsAppPrivacyPolicy,WhatsAppPrivacyPolicy.pdf,2,2,," Making It Easier To Connect. As part of the Meta Companies,",0,low
S002322,WhatsApp,WhatsAppPrivacyPolicy,WhatsAppPrivacyPolicy.pdf,2,2,,WhatsApp partners with Meta to offer experiences and integrations across Meta’s family of apps and products.,0,low
S002323,WhatsApp,WhatsAppPrivacyPolicy,WhatsAppPrivacyPolicy.pdf,2,2,Information We Collect,"WhatsApp must receive or collect some information to operate, provide, improve, understand, customize, support, and market our Services, including when you install, access, or use our Services.",0,low
S002324,WhatsApp,WhatsAppPrivacyPolicy,WhatsAppPrivacyPolicy.pdf,2,2,Information We Collect,"The types of information we receive and collect depend on how you use our Services. We require certain information to deliver our Services and without this we will not be able to provide our Services to you. For example, you must provide your mobile phone number to create an account to use our Services.",0,low
S002325,WhatsApp,WhatsAppPrivacyPolicy,WhatsAppPrivacyPolicy.pdf,2,2,Information We Collect,"Our Services have optional features which, if used by you, require us to collect additional information to provide such features. You will be notified of such collection, as appropriate. If you choose not to provide the information needed to use a feature, you will be unable to use the feature.",0,low
S002326,WhatsApp,WhatsAppPrivacyPolicy,WhatsAppPrivacyPolicy.pdf,2,2,Information We Collect,"For example, you cannot share your location with your contacts if you do not permit us to collect your location data from your device. Permissions can be managed through your Settings menu on both Android and iOS devices.",0,low
S002327,WhatsApp,WhatsAppPrivacyPolicy,WhatsAppPrivacyPolicy.pdf,2,2,Information We Collect,"Information You Provide  Your Account Information. You must provide your mobile phone number and basic information (including a profile name of your choice) to create a WhatsApp account. If you don’t provide us with this information, you will not be able to create an account to use our Services. You can add other information to your account, such as a profile picture and ""about"" information.  Your Messages. We do not retain your messages in the ordinary course of providing our Services to you. Instead, your messages are stored on your device and not typically stored on our servers. Once your messages are delivered, they are deleted from our servers. The following scenarios describe circumstances where we may store your messages in the course of delivering them: o Undelivered Messages. If a message cannot be delivered immediately (for example, if the recipient is offline), we keep it in encrypted form on our servers for up to 30 days as we try to deliver it. If a message is still undelivered after 30 days, we delete it. o Media Forwarding. When a user forwards media within a message, we store that media temporarily in encrypted form on our servers to aid in more efficient delivery of additional forwards.",2,medium
S002329,WhatsApp,WhatsAppPrivacyPolicy,WhatsAppPrivacyPolicy.pdf,3,3,Information We Collect,"We offer end-to-end encryption for our Services. End-to-end encryption means that your messages are encrypted to protect against us and third parties from reading them. Learn more about end-to-end encryption and how businesses communicate with you on WhatsApp.  Your Connections. You can use the contact upload feature and provide us, if permitted by applicable laws, with the phone numbers in your address book on a regular basis, including those of users of our Services and your other contacts. If any of your contacts aren’t yet using our Services, we’ll manage this information for you in a way that ensures those contacts cannot be identified by us. Learn more about our contact upload feature here. You can create, join, or get added to groups and broadcast lists, and such groups and lists get associated with your account information. You give your groups a name. You can provide a group profile picture or description.  Status Information. You may provide us your status if you choose to include one on your account. Learn how to use status on Android, iPhone, or KaiOS.  Transactions And Payments Data. If you use our payments services, or use our Services meant for purchases or other financial transactions, we process additional information about you, including payment account and transaction information.",1,medium
