clause_id,app_name,source_document,source_file,source_path,page_start,page_end,section_heading,clause_index_in_document,clause_text,extraction_method,extraction_quality,retrieved_at,file_sha256
S000710,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.2 What you can share and do on Meta Products,55,"If we remove content that you have shared in violation of the , we'll let you know and explain any options that you have to request another review, unless you seriously or repeatedly violate these Terms or if doing so may expose us or others to legal liability; harm our community of users; compromise or interfere with the integrity or operation of any of our services, systems or Products; where we are restricted due to technical limitations; or where we are prohibited from doing so for legal reasons. For information on account suspension or termination, see Section 4.2 below.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000711,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.2 What you can share and do on Meta Products,56,"We work with independent fact-checkers in many jurisdictions to combat misinformation. When content has been rated by fact-checkers, we may add a notice to provide additional context. You can find more information about fact-checking .",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000712,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.2 What you can share and do on Meta Products,57,"To help support our community, we encourage you to content or conduct that you believe violates your rights (including ) or our Terms and Policies, if this feature exists in your jurisdiction. We also can remove or restrict access to content, features, services or information if we determine that doing so is reasonably necessary to avoid or mitigate misuse of our services or adverse legal or regulatory impacts to Meta.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000713,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,58,We need certain permissions from you to provide our services:,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000714,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,59,"1. Your content: Some content that you share or upload, such as photos or videos, may be protected by intellectual property laws.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000715,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,60,"You retain ownership of the intellectual property rights (things such as copyright or trademarks) in any such content that you create and share on Facebook and other that you use. Nothing in these Terms takes away the rights you have to your own content. You are free to share your content with anyone else, wherever you want.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000716,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,61,"However, to provide our services, we need you to give us some legal permissions (known as a ""Licence"") to use that content. This is solely for the purposes of providing and improving our Products and services as described in Section 1 above.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000717,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,62,"2. Permission to use content that you create and share: Specifically, when you share, post or upload content that is covered by intellectual property rights on or in connection with our Products, you grant us a non-exclusive, transferable, sub-licensable, royalty-free and worldwide licence to host, use, distribute, modify, run, copy, publicly perform or display, translate and create derivative works of your content (consistent with your and settings). This means, for example, that if you share a photo on Facebook, you give us permission to store, copy and share it with others (again, consistent with your settings) such as Meta Products or service providers that support those products and services. This licence will end when your content is deleted from our systems.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000718,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,63,"3. Deleting your content: You can delete individual content that you share, post and upload at any time. In addition, all content posted to your personal account will be deleted if you delete your account. about how to delete your account. Account deletion does not automatically delete content that you post as an admin of a Page or content that you create collectively with other users, such as photos in Shared Albums that may continue to be visible to other album members.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000719,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,64,"It may take up to 90 days to delete content after we've begun the account deletion process or receives a content deletion request. If you send content to the bin, the deletion process will automatically begin in 30 days unless you choose to delete the content sooner. While the deletion process for such content is being undertaken, the content is no longer visible to other users. After the content has been deleted, it may take us up to another 90 days to remove it from backups and disaster recovery systems.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000720,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,65,Content will not be deleted within 90 days of the account deletion or content deletion process beginning in the following situations:,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000721,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,66,where your content has been used by others in accordance with this licence and they have not deleted it (in which case this licence will continue to apply until that content has been deleted);,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000722,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,67,"where deletion within 90 days is not possible due to technical limitations of our systems, in which case, we will complete the deletion as soon as technically feasible; or",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000723,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,68,Where immediate deletion would restrict our ability to:,python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000724,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,69,"investigate or identify illegal activity or breaches of our Terms and Policies (for example, to identify or investigate misuse of our Products or systems);",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000725,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,70,"protect the safety, integrity and security of our Products, systems, services, our employees and users, and to defend ourselves;",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000726,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,71,"comply with legal obligations for the preservation of evidence, including data that Meta Companies providing financial products and services preserve to comply with any record-keeping obligations required by law; or",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000727,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,72,"comply with a request of a judicial or administrative authority, law enforcement or a government agency;",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000728,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,73,"in which case, the content will be retained for no longer than is necessary for the purposes for which it has been retained (the exact duration will vary on a case-by-case basis).",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000729,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,74,"In each of the above cases, this licence will continue until the content has been fully deleted.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000730,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,75,"4. Permission to use your name, profile picture and information about your actions with ads and sponsored or commercial content: You give us permission to use your name and profile picture and information about actions that you have taken on Facebook next to or in connection with ads, offers and other sponsored or commercial content that we display across our Products, without any compensation to you. For example, we may show your friends that you are interested in an advertised event or have liked a Facebook Page created by a brand that has paid us to display its ads on Facebook. Ads and content such as this can only be seen by people who have your permission to see the actions that you've taken on Meta Products. You can about your ad settings and preferences.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000731,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.3 The permissions you give us,76,"5. Permission to update software that you use or download: If you download or use our software, you give us permission to download and install updates to the software where available.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000732,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,3.4 Limits on using our intellectual property,77,"If you use content covered by intellectual property rights that we have and make available in our Products (for example, images, designs, videos or sounds that we provide, which you add to content that you create or share on Facebook), we retain all rights to that content (but not yours). You can only use our copyrights or as expressly permitted by our or with our prior written permission. You must obtain our written permission (or permission under an open-source licence) to modify, translate, create derivative works of, decompile or reverse-engineer our products or their components, or otherwise attempt to extract source code from us, unless an exception or limitation applies under applicable law or your conduct relates to the . We reserve all rights not expressly granted to you.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
S000733,Meta,Meta_Terms_of_Service,Meta_Terms_of_Service.docx,datasets\SocialMediaPolicies\Meta\source\Meta_Terms_of_Service.docx,1,1,4.1 Updating our Terms,78,"We work constantly to improve our services and develop new features to make our Products better for you and our community. As a result, we may need to update these Terms from time to time to accurately reflect our services and practices, to promote a safe and secure experience on our Products and services, and/or to comply with applicable law. We will only make any changes if the provisions are no longer appropriate or if they are incomplete, and only if the changes are reasonable and take due account of your interests, or if the changes are required for safety and security purposes or to comply with applicable law.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,7c21e65797ad05b3ab5ad7e1f2d0a1e040b067f2fb5bf1d1871e2ab8cf5ad0af
